id,polygon_type,n,algo,time,total_elength,mean_elength,total_dlength,mean_dlength,max_dlength,min_dlength,norm_dlength,norm_max_dlength,norm_min_dlength
random_polygon_75_0019,random,75,ear_clipping,0.004770208150148392,11.732625865659326,0.15643501154212436,17.03705674156741,0.23662578807732515,0.7102079406265748,0.0327344808482298,1.5126139969862644,4.53995517771501,0.2092529065299117
random_polygon_75_0019,random,75,optimal_minsum,0.006460833363234997,11.732625865659326,0.15643501154212436,10.499351582929418,0.14582432754068636,0.3291206255404322,0.014143133230273568,0.9321719358292068,2.1038808531158484,0.09040900173721754
random_polygon_75_0019,random,75,optimal_minimax,0.0065980409272015095,11.732625865659326,0.15643501154212436,12.034916767718519,0.16715162177386833,0.3291206255404322,0.014143133230273568,1.0685051902774223,2.1038808531158484,0.09040900173721754
random_polygon_75_0019,random,75,optimal_maximin,0.006586916744709015,11.732625865659326,0.15643501154212436,20.16954851933559,0.2801326183241054,0.664610638000251,0.0327344808482298,1.790728402565254,4.248477571923128,0.2092529065299117
random_polygon_80_0000,random,80,ear_clipping,0.005001666955649853,11.704295412361276,0.14630369265451595,16.42226807784787,0.2132762088032191,0.5741343069680479,0.021953253627101574,1.4577636759097612,3.9242639509025823,0.1500526283977149
random_polygon_80_0000,random,80,optimal_minsum,0.010949208866804838,11.704295412361276,0.14630369265451595,10.295886898229703,0.133712816860126,0.32276504242208065,0.020069798380220254,0.9139401366709023,2.2061305259345954,0.13717902819864855
random_polygon_80_0000,random,80,optimal_minimax,0.011013125069439411,11.704295412361276,0.14630369265451595,11.132382580490376,0.14457639714922565,0.32276504242208065,0.020069798380220254,0.9881937668561165,2.2061305259345954,0.13717902819864855
random_polygon_80_0000,random,80,optimal_maximin,0.011105792131274939,11.704295412361276,0.14630369265451595,17.393793010227554,0.22589341571724098,0.5872522961221751,0.021953253627101574,1.5440035150081246,4.013926685424972,0.1500526283977149
random_polygon_80_0001,random,80,ear_clipping,0.004996708128601313,13.660141416939018,0.17075176771173772,18.89435425913935,0.2453812241446669,0.7560178146860377,0.039201925933331785,1.4370640341417622,4.427584117092967,0.229584305092011
random_polygon_80_0001,random,80,optimal_minsum,0.01074370788410306,13.660141416939018,0.17075176771173772,11.464310325237214,0.14888714708100279,0.4175257500461719,0.03259580123848441,0.8719508387892846,2.4452206594489656,0.1908958347858072
random_polygon_80_0001,random,80,optimal_minimax,0.010991542134433985,13.660141416939018,0.17075176771173772,13.050613375090782,0.16948848539078937,0.4175257500461719,0.03259580123848441,0.9926016442589278,2.4452206594489656,0.1908958347858072
random_polygon_80_0001,random,80,optimal_maximin,0.011152540799230337,13.660141416939018,0.17075176771173772,20.194530332627263,0.262266627696458,0.7560178146860377,0.05461253053290186,1.5359526358708928,4.427584117092967,0.31983581350149454
random_polygon_80_0002,random,80,ear_clipping,0.005336124915629625,13.191384393069571,0.16489230491336965,17.259607344273302,0.2241507447308221,0.6918085165969616,0.017240775713769915,1.3593766237216793,4.1955172920920765,0.10455779439087708
random_polygon_80_0002,random,80,optimal_minsum,0.007091084029525518,13.191384393069571,0.16489230491336965,11.669112549279077,0.1515469162244036,0.4283720702989643,0.017240775713769915,0.9190660310317248,2.5978900017439894,0.10455779439087708
random_polygon_80_0002,random,80,optimal_minimax,0.007216542027890682,13.191384393069571,0.16489230491336965,14.014208937033205,0.1820027134679637,0.4283720702989643,0.017240775713769915,1.1037671743601585,2.5978900017439894,0.10455779439087708
random_polygon_80_0002,random,80,optimal_maximin,0.007242165971547365,13.191384393069571,0.16489230491336965,18.940748281909112,0.24598374392089756,0.6091191836109042,0.017240775713769915,1.4917842530622114,3.694042508114132,0.10455779439087708
random_polygon_80_0003,random,80,ear_clipping,0.005582250189036131,12.350481872771477,0.15438102340964346,18.382798992869702,0.23873764925804808,0.7808574411152395,0.013710435778789472,1.546418361436612,5.0579885005896585,0.08880907430189405
random_polygon_80_0003,random,80,optimal_minsum,0.0122529580257833,12.350481872771477,0.15438102340964346,10.652219305822245,0.13834051046522394,0.4816802574215221,0.013710435778789472,0.8960978973312238,3.120074260315039,0.08880907430189405
random_polygon_80_0003,random,80,optimal_minimax,0.012512416113168001,12.350481872771477,0.15438102340964346,13.285351561295833,0.17253703326358225,0.4816802574215221,0.013710435778789472,1.1176051917065128,3.120074260315039,0.08880907430189405
random_polygon_80_0003,random,80,optimal_maximin,0.012480792123824358,12.350481872771477,0.15438102340964346,22.696493424466283,0.2947596548631985,0.7808574411152395,0.027392945914160832,1.90929978538273,5.0579885005896585,0.1774372608055254
